Date,SMALL LoBM,ME1 BM2,SMALL HiBM,BIG LoBM,ME2 BM2,BIG HiBM
196912,0.2014,0.4719,0.9252,0.1938,0.4986,0.8568
197001,0.2007,0.4708,0.9235,0.1928,0.4988,0.856
197002,0.2019,0.4718,0.9264,0.1935,0.4982,0.8598
197003,0.2023,0.472,0.9281,0.194,0.4974,0.8548
197004,0.2041,0.4736,0.9255,0.1951,0.4973,0.8549
197005,0.2079,0.4752,0.9263,0.1959,0.4979,0.854
197006,0.2083,0.4756,0.9219,0.1963,0.5,0.8523
197007,0.2936,0.6924,1.4467,0.2237,0.6968,1.2638
197008,0.2926,0.6928,1.4419,0.2272,0.6983,1.2587
197009,0.2921,0.6927,1.4384,0.2266,0.6964,1.2595
197010,0.2903,0.691,1.4431,0.225,0.6964,1.2667
197011,0.2914,0.6915,1.4436,0.2238,0.6969,1.2602
197012,0.292,0.6925,1.4343,0.2243,0.6965,1.2573
197101,0.2922,0.6926,1.4353,0.2258,0.697,1.2643
197102,0.2939,0.6923,1.4433,0.2266,0.6976,1.2665
197103,0.293,0.6911,1.444,0.2265,0.696,1.2653
197104,0.291,0.6901,1.4418,0.2258,0.695,1.2684
197105,0.2916,0.6913,1.4547,0.2269,0.6937,1.2768
197106,0.2906,0.693,1.4484,0.2268,0.6929,1.2637
197107,0.3552,0.7697,1.7005,0.2846,0.7822,1.4789
197108,0.3559,0.7685,1.7074,0.2853,0.7818,1.4715
197109,0.3564,0.7685,1.7511,0.2858,0.7816,1.4883
197110,0.3555,0.7689,1.7376,0.2851,0.7815,1.4862
197111,0.3553,0.77,1.7048,0.2835,0.7819,1.4823
197112,0.3537,0.7699,1.6822,0.2827,0.7817,1.4806
197201,0.3536,0.7687,1.6934,0.2822,0.781,1.4867
197202,0.3525,0.7681,1.6675,0.2808,0.7812,1.4938
197203,0.353,0.7667,1.6713,0.2794,0.7805,1.4916
197204,0.3533,0.7665,1.6683,0.2792,0.7798,1.4952
197205,0.3528,0.7673,1.6675,0.2786,0.7795,1.4907
197206,0.3512,0.7672,1.6664,0.2765,0.7806,1.4913
197207,0.3179,0.7148,1.5196,0.2401,0.7166,1.2045
197208,0.3191,0.7152,1.5074,0.2382,0.7169,1.2041
197209,0.3202,0.716,1.5163,0.2403,0.7179,1.2019
197210,0.3191,0.7161,1.5112,0.2389,0.7182,1.1959
197211,0.3196,0.7176,1.5124,0.2385,0.7188,1.1922
197212,0.3196,0.7182,1.5172,0.2412,0.7193,1.1975
197301,0.3186,0.7179,1.522,0.2394,0.719,1.1922
197302,0.3203,0.7184,1.5163,0.2373,0.721,1.1881
197303,0.3234,0.7203,1.5232,0.2361,0.7205,1.1906
197304,0.3258,0.7208,1.5269,0.2356,0.7219,1.1936
197305,0.3293,0.7227,1.5187,0.2364,0.7227,1.1903
197306,0.3285,0.7228,1.5087,0.2346,0.722,1.1858
197307,0.294,0.7403,1.5566,0.2271,0.7596,1.3212
197308,0.2901,0.7392,1.5708,0.2283,0.7575,1.3219
197309,0.2879,0.7392,1.5776,0.2288,0.7573,1.3244
197310,0.2876,0.7379,1.5778,0.2331,0.7577,1.327
197311,0.289,0.7376,1.584,0.2325,0.7554,1.3421
197312,0.2936,0.7393,1.6122,0.2299,0.7575,1.3461
197401,0.2916,0.7403,1.6112,0.2316,0.7592,1.3625
197402,0.292,0.7418,1.6234,0.2341,0.7609,1.3572
197403,0.2913,0.7421,1.6184,0.2354,0.7612,1.3587
197404,0.2918,0.7408,1.6111,0.2345,0.7617,1.3571
197405,0.2925,0.7417,1.6077,0.234,0.7613,1.3649
197406,0.2919,0.7428,1.6003,0.2312,0.7618,1.3557
197407,0.5351,1.2631,2.6584,0.3706,1.1511,2.1432
197408,0.5391,1.2631,2.6688,0.3793,1.1542,2.146
197409,0.5384,1.2657,2.683,0.3776,1.1524,2.1487
197410,0.5473,1.2655,2.678,0.3868,1.1556,2.1475
197411,0.543,1.2668,2.6918,0.3831,1.1558,2.1395
197412,0.5441,1.2689,2.6931,0.3852,1.1581,2.1359
197501,0.5435,1.2683,2.6828,0.3889,1.156,2.1249
197502,0.5452,1.2671,2.7085,0.3916,1.1581,2.133
197503,0.5409,1.266,2.7276,0.3829,1.1575,2.1318
197504,0.5425,1.2653,2.7159,0.3823,1.1579,2.1248
197505,0.5412,1.2664,2.7131,0.3827,1.1572,2.1239
197506,0.5384,1.2675,2.7106,0.384,1.1547,2.132
197507,0.8847,1.9317,4.0137,0.6949,1.8129,3.5254
197508,0.8905,1.9327,4.0219,0.7015,1.8072,3.5282
197509,0.8892,1.9319,3.9698,0.7026,1.8107,3.5066
197510,0.8882,1.9323,3.9578,0.707,1.808,3.5041
197511,0.8898,1.9342,3.9396,0.702,1.8062,3.4839
197512,0.8952,1.9359,3.9403,0.6982,1.8082,3.4852
197601,0.8962,1.9351,3.9503,0.7045,1.8078,3.4852
197602,0.8972,1.9374,3.973,0.7036,1.8122,3.5127
197603,0.8969,1.9433,4.022,0.71,1.8095,3.5552
197604,0.8957,1.9431,4.0246,0.7083,1.8089,3.5641
197605,0.8954,1.9425,4.0151,0.7137,1.8096,3.5717
197606,0.8937,1.9419,4.0087,0.7168,1.8084,3.5759
197607,0.6177,1.3843,2.6442,0.5213,1.3429,2.3289
197608,0.6198,1.3854,2.6419,0.5227,1.3425,2.3382
197609,0.6233,1.3851,2.6239,0.522,1.3418,2.3359
197610,0.6243,1.3847,2.6187,0.5239,1.3414,2.322
197611,0.6251,1.3862,2.6171,0.5247,1.3407,2.32
197612,0.6248,1.3858,2.6142,0.5275,1.3408,2.3273
197701,0.6248,1.3853,2.6315,0.5309,1.3409,2.3096
197702,0.6266,1.3848,2.6386,0.5354,1.3434,2.3144
197703,0.6278,1.3857,2.6371,0.5333,1.3439,2.311
197704,0.6259,1.3841,2.6345,0.5339,1.3443,2.3139
197705,0.6264,1.3864,2.6363,0.5398,1.3437,2.3109
197706,0.6265,1.3861,2.6367,0.541,1.3435,2.309
197707,0.5186,1.0887,1.9509,0.4816,1.0668,1.6767
197708,0.5186,1.0897,1.9474,0.4805,1.0687,1.6737
197709,0.5177,1.0897,1.9392,0.4768,1.0679,1.6707
197710,0.5187,1.0889,1.9355,0.4775,1.0686,1.6726
197711,0.5189,1.0891,1.9317,0.4777,1.0686,1.6688
197712,0.5192,1.0878,1.9387,0.4769,1.0684,1.6733
197801,0.5193,1.0874,1.94,0.4764,1.0676,1.6716
197802,0.5194,1.0892,1.944,0.4751,1.0683,1.6765
197803,0.5186,1.0881,1.9445,0.4766,1.0688,1.6724
197804,0.5179,1.0881,1.9597,0.4796,1.0686,1.6738
197805,0.5153,1.0883,1.963,0.4775,1.066,1.6758
197806,0.5149,1.0873,1.9717,0.4771,1.0654,1.6762
197807,0.5441,1.1363,1.9778,0.5315,1.113,1.7516
197808,0.5432,1.1362,1.9836,0.5305,1.1122,1.7551
197809,0.5417,1.1343,1.996,0.5305,1.1118,1.7556
197810,0.5416,1.135,1.9972,0.533,1.1122,1.7569
197811,0.5461,1.1365,1.9695,0.5305,1.1133,1.7479
197812,0.5438,1.1361,1.9637,0.5303,1.114,1.7459
197901,0.5422,1.1335,1.9621,0.5265,1.1137,1.7401
197902,0.5403,1.1342,1.9782,0.5288,1.1132,1.7463
197903,0.5399,1.133,1.9782,0.529,1.1141,1.7428
197904,0.5367,1.133,1.9835,0.5302,1.1124,1.7491
197905,0.5368,1.1332,1.9882,0.5295,1.1112,1.746
197906,0.538,1.1343,1.9952,0.5301,1.1106,1.7451
197907,0.5425,1.1993,2.0673,0.5667,1.2096,1.946
197908,0.5414,1.199,2.0698,0.57,1.2085,1.9505
197909,0.5409,1.1985,2.0742,0.5713,1.2067,1.9534
197910,0.5397,1.1981,2.0691,0.5741,1.2062,1.9529
197911,0.5422,1.197,2.0615,0.5737,1.2047,1.9474
197912,0.5377,1.1969,2.0659,0.5738,1.2052,1.9372
198001,0.5331,1.1966,2.0645,0.5759,1.2045,1.9434
198002,0.5319,1.1965,2.0724,0.5803,1.202,1.9624
198003,0.531,1.196,2.0745,0.5831,1.2003,1.9649
198004,0.5336,1.2005,2.0748,0.5786,1.2016,1.9535
198005,0.5365,1.2,2.0657,0.5796,1.2042,1.943
198006,0.5358,1.2009,2.0701,0.5803,1.2035,1.9435
198007,0.4223,1.1058,1.9233,0.5284,1.0847,1.8252
198008,0.4247,1.1052,1.9286,0.5247,1.0839,1.8412
198009,0.4228,1.1036,1.9279,0.5229,1.083,1.8388
198010,0.4205,1.1033,1.9325,0.5228,1.0784,1.841
198011,0.4179,1.1047,1.9281,0.5236,1.0738,1.8337
198012,0.412,1.1025,1.93,0.5226,1.0648,1.8317
198101,0.4156,1.1037,1.9275,0.5185,1.0683,1.8274
198102,0.4192,1.1027,1.9336,0.5209,1.0732,1.8306
198103,0.4213,1.0993,1.9358,0.5216,1.0745,1.8325
198104,0.4226,1.0985,1.936,0.5211,1.0754,1.8474
198105,0.4248,1.0977,1.9378,0.5189,1.0801,1.8419
198106,0.4204,1.0966,1.9436,0.5152,1.0829,1.8442
198107,0.3343,1.0337,1.9337,0.4412,0.9965,1.8602
198108,0.3342,1.0357,1.9293,0.441,0.9941,1.8569
198109,0.337,1.036,1.9249,0.4396,0.9939,1.8557
198110,0.3405,1.0393,1.9205,0.4407,1.0016,1.8537
198111,0.3381,1.0396,1.9184,0.439,0.9974,1.8466
198112,0.3406,1.0397,1.9165,0.4418,0.9977,1.849
198201,0.344,1.039,1.9158,0.4414,0.9989,1.8512
198202,0.3458,1.0375,1.9193,0.4414,1.0015,1.8503
198203,0.3497,1.0398,1.9214,0.4411,1.006,1.8518
198204,0.3526,1.04,1.9195,0.4442,1.0051,1.852
198205,0.3522,1.0393,1.9227,0.4434,1.0048,1.8569
198206,0.3547,1.0394,1.9265,0.4446,1.0023,1.8628
198207,0.421,1.1031,2.0303,0.5097,1.1192,1.8022
198208,0.4221,1.1024,2.026,0.5094,1.1207,1.8001
198209,0.4236,1.1021,2.0169,0.509,1.122,1.8023
198210,0.4227,1.1022,2.0169,0.5079,1.1202,1.7986
198211,0.4202,1.1022,2.0141,0.5054,1.1236,1.8048
198212,0.4189,1.103,2.0162,0.5028,1.1275,1.8081
198301,0.4192,1.0997,2.0106,0.5039,1.1278,1.8198
198302,0.4166,1.0996,2.0206,0.5032,1.1283,1.8134
198303,0.4182,1.0995,2.023,0.5032,1.1276,1.8171
198304,0.4214,1.0999,2.0239,0.5028,1.1275,1.8199
198305,0.4205,1.1007,2.0352,0.5028,1.1283,1.8301
198306,0.4199,1.0994,2.0377,0.5005,1.1277,1.8284
198307,0.3642,1.0001,1.8078,0.4008,1.0274,1.6565
198308,0.3676,1.0037,1.8033,0.4008,1.0287,1.6571
198309,0.3689,1.005,1.8105,0.4019,1.0309,1.6579
198310,0.3719,1.0049,1.807,0.4017,1.0277,1.6565
198311,0.3754,1.007,1.8014,0.4049,1.0272,1.6577
198312,0.3753,1.0066,1.8039,0.4052,1.0284,1.6469
198401,0.3779,1.0059,1.8065,0.4061,1.0286,1.6495
198402,0.3785,1.0085,1.8131,0.409,1.0307,1.6534
198403,0.3803,1.0097,1.8014,0.4087,1.033,1.6606
198404,0.38,1.0103,1.814,0.4094,1.0317,1.6636
198405,0.3825,1.0086,1.8088,0.4083,1.0306,1.6615
198406,0.3843,1.0117,1.7956,0.4092,1.0304,1.6309
198407,0.3228,0.8064,1.4568,0.3686,0.8202,1.3659
198408,0.3238,0.8087,1.4555,0.3684,0.8205,1.3685
198409,0.3228,0.8078,1.4543,0.3672,0.8205,1.3675
198410,0.3259,0.8066,1.4555,0.3697,0.8233,1.3682
198411,0.3276,0.8085,1.4537,0.3708,0.8204,1.3697
198412,0.329,0.8124,1.4516,0.3723,0.8204,1.3717
198501,0.3291,0.8121,1.4512,0.372,0.8224,1.3717
198502,0.3265,0.8112,1.4555,0.3701,0.8224,1.3699
198503,0.3262,0.8114,1.4562,0.3708,0.823,1.3695
198504,0.3264,0.8132,1.4603,0.3725,0.8225,1.3693
198505,0.3272,0.8153,1.4558,0.3723,0.8237,1.3678
198506,0.3276,0.816,1.4565,0.373,0.822,1.3755
198507,0.3937,0.9132,1.6876,0.4443,0.946,1.5038
198508,0.3945,0.912,1.7019,0.4442,0.9449,1.5062
198509,0.3948,0.9116,1.7021,0.443,0.9458,1.5055
198510,0.3965,0.9134,1.6993,0.4443,0.9446,1.5065
198511,0.3964,0.9119,1.6961,0.4443,0.9486,1.5075
198512,0.3943,0.9106,1.6945,0.4437,0.947,1.5054
198601,0.3941,0.909,1.6986,0.4433,0.9472,1.503
198602,0.3926,0.908,1.7089,0.4434,0.9463,1.5101
198603,0.3936,0.9079,1.6935,0.4447,0.9453,1.513
198604,0.3952,0.9075,1.6923,0.4444,0.9458,1.5147
198605,0.3934,0.9061,1.6706,0.4429,0.9448,1.5149
198606,0.394,0.9066,1.6658,0.4418,0.9463,1.5117
198607,0.3135,0.7595,1.3911,0.3713,0.7937,1.2935
198608,0.3146,0.7598,1.3795,0.372,0.7955,1.2898
198609,0.3157,0.7597,1.3795,0.3729,0.7982,1.2925
198610,0.3154,0.7601,1.3789,0.3735,0.7995,1.2994
198611,0.3165,0.7609,1.3797,0.3731,0.7984,1.2994
198612,0.3171,0.7621,1.3823,0.373,0.7974,1.2977
198701,0.3183,0.7626,1.371,0.3729,0.7978,1.2989
198702,0.3185,0.7627,1.3743,0.3726,0.7989,1.2989
198703,0.3163,0.7622,1.3723,0.3707,0.7957,1.2987
198704,0.315,0.762,1.3735,0.3708,0.7971,1.3029
198705,0.3156,0.7624,1.3777,0.3711,0.7982,1.3035
198706,0.3152,0.7621,1.3919,0.3708,0.7987,1.2969
198707,0.2932,0.7231,1.4034,0.3381,0.727,1.2075
198708,0.2947,0.7226,1.4013,0.3381,0.7272,1.2096
198709,0.2953,0.7218,1.3954,0.3389,0.7264,1.2065
198710,0.2952,0.7223,1.3835,0.3405,0.7286,1.2076
198711,0.2978,0.7273,1.3809,0.3388,0.7331,1.2018
198712,0.3003,0.728,1.3821,0.339,0.7337,1.2029
198801,0.2996,0.7273,1.371,0.34,0.7319,1.2063
198802,0.2987,0.7289,1.3791,0.3399,0.7347,1.2042
198803,0.3006,0.7262,1.3717,0.3396,0.7324,1.2054
198804,0.3015,0.7251,1.371,0.3399,0.7338,1.21
198805,0.3013,0.7255,1.3745,0.3408,0.7339,1.2109
198806,0.3022,0.7256,1.3683,0.3402,0.7352,1.2123
198807,0.3692,0.8598,1.7088,0.359,0.8397,1.4452
198808,0.3697,0.8613,1.6856,0.3582,0.8391,1.4452
198809,0.3704,0.861,1.679,0.3586,0.8421,1.446
198810,0.3706,0.8613,1.6838,0.3579,0.8422,1.4519
198811,0.3708,0.8619,1.6565,0.3591,0.8402,1.4554
198812,0.3729,0.8616,1.6646,0.3578,0.8393,1.4598
198901,0.3723,0.8601,1.6635,0.3564,0.8379,1.4536
198902,0.3751,0.8615,1.6679,0.3556,0.8372,1.4561
198903,0.376,0.8617,1.6623,0.3551,0.8375,1.4583
198904,0.3767,0.8603,1.6666,0.3553,0.8388,1.4571
198905,0.3758,0.8596,1.6718,0.356,0.8456,1.4584
198906,0.3748,0.8595,1.6791,0.3565,0.8476,1.4584
198907,0.3495,0.7658,1.4893,0.3602,0.7688,1.2551
198908,0.3502,0.7647,1.483,0.3596,0.7696,1.2557
198909,0.3511,0.7656,1.4836,0.3607,0.7689,1.256
198910,0.3495,0.7659,1.4804,0.3602,0.7699,1.2554
198911,0.3482,0.7667,1.4706,0.3588,0.7708,1.2505
198912,0.3493,0.7658,1.4669,0.3592,0.7709,1.2494
199001,0.3493,0.7651,1.4587,0.3619,0.7743,1.2486
199002,0.3497,0.7659,1.4498,0.3621,0.7723,1.2505
199003,0.3506,0.7652,1.449,0.362,0.7708,1.2499
199004,0.3499,0.7651,1.4444,0.362,0.7701,1.2495
199005,0.3506,0.7651,1.4383,0.3609,0.7682,1.2473
199006,0.3503,0.7627,1.4376,0.3587,0.7655,1.2471
199007,0.2848,0.7,1.3712,0.2856,0.6788,1.1769
199008,0.2854,0.6992,1.3641,0.285,0.6782,1.1772
199009,0.2864,0.7014,1.3538,0.2832,0.6781,1.1763
199010,0.287,0.7013,1.3389,0.2827,0.677,1.1709
199011,0.2872,0.7025,1.333,0.2816,0.6766,1.1707
199012,0.2862,0.7028,1.3264,0.2813,0.6769,1.169
199101,0.2867,0.7023,1.3208,0.2807,0.6768,1.1683
199102,0.2864,0.7019,1.3293,0.2818,0.6783,1.168
199103,0.2854,0.7005,1.3359,0.2801,0.6778,1.1692
199104,0.2835,0.7005,1.3413,0.2792,0.6769,1.168
199105,0.2834,0.7,1.3446,0.2789,0.6772,1.1667
199106,0.2833,0.6998,1.349,0.2791,0.6776,1.1692
199107,0.3577,0.907,2.1606,0.3312,0.8385,1.5987
199108,0.3567,0.9063,2.1525,0.3279,0.8389,1.5984
199109,0.3556,0.9065,2.1507,0.3262,0.8402,1.5999
199110,0.3537,0.9084,2.1351,0.3256,0.8411,1.5969
199111,0.3513,0.9092,2.1209,0.3241,0.843,1.5966
199112,0.3494,0.9092,2.1066,0.3189,0.8439,1.5917
199201,0.3474,0.9073,2.0986,0.3163,0.8448,1.598
199202,0.3474,0.9069,2.1492,0.319,0.8459,1.6194
199203,0.3491,0.9067,2.1593,0.3198,0.8478,1.63
199204,0.3525,0.9081,2.1475,0.3212,0.8481,1.6343
199205,0.355,0.9086,2.1588,0.3241,0.8463,1.6429
199206,0.3555,0.9094,2.1823,0.323,0.8464,1.642
199207,0.2584,0.6789,1.5147,0.2325,0.6811,1.2759
199208,0.2587,0.679,1.5053,0.2313,0.6805,1.2669
199209,0.2609,0.6798,1.4936,0.2307,0.6806,1.257
199210,0.2614,0.6799,1.4859,0.2332,0.68,1.255
199211,0.2606,0.6787,1.4741,0.2331,0.6797,1.2593
199212,0.2604,0.679,1.4731,0.2339,0.6794,1.2692
199301,0.2616,0.6792,1.4824,0.2358,0.6788,1.2718
199302,0.2636,0.6794,1.4981,0.2381,0.6795,1.2797
199303,0.2668,0.6814,1.5047,0.2407,0.6802,1.2753
199304,0.2675,0.6825,1.5111,0.2417,0.6793,1.2799
199305,0.2677,0.6831,1.5027,0.2429,0.6793,1.2825
199306,0.2662,0.6821,1.5068,0.243,0.6785,1.2832
199307,0.2443,0.6037,1.3122,0.2442,0.6107,1.0285
199308,0.2446,0.6046,1.2985,0.2459,0.6112,1.0279
199309,0.2447,0.6039,1.2974,0.2461,0.6114,1.0272
199310,0.2443,0.6042,1.3091,0.2462,0.6127,1.0272
199311,0.2434,0.6043,1.3089,0.2451,0.6122,1.0264
199312,0.2438,0.6039,1.3055,0.2433,0.6115,1.0269
199401,0.2454,0.6036,1.3151,0.244,0.6107,1.0179
199402,0.2452,0.6033,1.3167,0.2448,0.6105,1.0198
199403,0.2468,0.6022,1.3123,0.2446,0.6094,1.0212
199404,0.2482,0.603,1.3177,0.2453,0.6095,1.019
199405,0.2499,0.6027,1.3273,0.2446,0.6097,1.0195
199406,0.2493,0.6025,1.3265,0.246,0.6094,1.0211
199407,0.2151,0.506,1.0411,0.2245,0.4989,0.8116
199408,0.2143,0.506,1.0482,0.2249,0.4992,0.8099
199409,0.2132,0.5054,1.0515,0.2239,0.4992,0.8084
199410,0.2132,0.5052,1.042,0.2231,0.4998,0.8089
199411,0.2136,0.5047,1.037,0.2227,0.4999,0.8096
199412,0.2138,0.5045,1.0291,0.2217,0.5002,0.8104
199501,0.2148,0.5045,1.0311,0.2219,0.5005,0.8113
199502,0.2154,0.5046,1.027,0.2223,0.5011,0.8103
199503,0.216,0.5048,1.0334,0.2224,0.5006,0.8114
199504,0.2159,0.5042,1.0364,0.2223,0.5003,0.8123
199505,0.2169,0.5042,1.0463,0.2228,0.5002,0.8138
199506,0.2165,0.5045,1.0516,0.2222,0.5007,0.8136
199507,0.2477,0.5655,1.0932,0.2444,0.5454,0.9234
199508,0.2467,0.5656,1.0942,0.2445,0.5448,0.9233
199509,0.2468,0.5662,1.0946,0.244,0.5454,0.9246
199510,0.2467,0.5663,1.0959,0.2435,0.5457,0.925
199511,0.247,0.5675,1.0949,0.2427,0.5457,0.925
199512,0.2454,0.5674,1.0912,0.2417,0.5455,0.9238
199601,0.2446,0.5675,1.0911,0.2425,0.5444,0.9232
199602,0.2458,0.5667,1.0901,0.2418,0.544,0.9237
199603,0.2458,0.5658,1.0888,0.2414,0.5434,0.9234
199604,0.2463,0.5659,1.0875,0.2417,0.5433,0.9201
199605,0.2461,0.5648,1.0792,0.2417,0.5426,0.9208
199606,0.2449,0.5641,1.0778,0.2408,0.5432,0.9205
199607,0.1967,0.496,0.9935,0.2024,0.4753,0.8364
199608,0.2001,0.4968,0.9877,0.2024,0.4748,0.8342
199609,0.1992,0.4967,0.9882,0.2024,0.475,0.8351
199610,0.1982,0.4965,0.9867,0.2018,0.4745,0.8365
199611,0.1995,0.4977,0.9848,0.2022,0.4757,0.8364
199612,0.2011,0.4982,0.9819,0.2019,0.4763,0.8362
199701,0.2009,0.498,0.9822,0.2022,0.4756,0.8365
199702,0.2005,0.4979,0.9827,0.2017,0.4749,0.8359
199703,0.2027,0.4999,0.9825,0.202,0.4762,0.8363
199704,0.2044,0.5002,0.9794,0.2033,0.4746,0.837
199705,0.2054,0.5024,0.9772,0.2015,0.4747,0.8348
199706,0.2051,0.5011,0.9777,0.2012,0.4734,0.8344
199707,0.1931,0.4705,0.9264,0.1897,0.4498,0.8267
199708,0.1941,0.4712,0.9267,0.1898,0.4508,0.827
199709,0.1943,0.4706,0.9279,0.1913,0.4502,0.8249
199710,0.1938,0.4709,0.9291,0.1918,0.4505,0.8254
199711,0.194,0.4715,0.9286,0.1908,0.4513,0.8232
199712,0.1946,0.4727,0.9257,0.1905,0.452,0.823
199801,0.194,0.4743,0.9201,0.191,0.453,0.8216
199802,0.193,0.4737,0.9241,0.1896,0.4526,0.8243
199803,0.1939,0.4734,0.9256,0.1891,0.4528,0.8255
199804,0.1934,0.4732,0.9294,0.1881,0.4536,0.8273
199805,0.1942,0.4727,0.9288,0.188,0.4526,0.824
199806,0.1951,0.4734,0.9294,0.1881,0.4528,0.8289
199807,0.1838,0.4144,0.826,0.1568,0.3917,0.7043
199808,0.1839,0.4142,0.8295,0.1562,0.3915,0.7065
199809,0.1857,0.4149,0.8254,0.1562,0.392,0.7042
199810,0.1843,0.4146,0.8243,0.1553,0.3943,0.7064
199811,0.1848,0.414,0.8212,0.156,0.3921,0.7043
199812,0.1835,0.413,0.8201,0.1551,0.3913,0.705
199901,0.1834,0.4124,0.8197,0.154,0.3926,0.7059
199902,0.1819,0.411,0.8225,0.1521,0.3926,0.7072
199903,0.182,0.412,0.8289,0.1526,0.3917,0.7074
199904,0.1808,0.4105,0.8301,0.1508,0.3915,0.7083
199905,0.1813,0.4097,0.8305,0.1533,0.3903,0.7045
199906,0.182,0.4105,0.8323,0.1537,0.3912,0.7064
199907,0.1917,0.4834,1.0994,0.1413,0.4487,0.9895
199908,0.1918,0.4834,1.0993,0.1418,0.4498,0.9898
199909,0.1912,0.4844,1.0973,0.1394,0.4497,0.9873
199910,0.1909,0.4839,1.1029,0.1391,0.4482,0.9885
199911,0.1892,0.4835,1.0896,0.1386,0.4458,0.9966
199912,0.1859,0.4821,1.0859,0.1359,0.4444,0.9894
200001,0.1844,0.4798,1.0831,0.1338,0.4429,0.9826
200002,0.1855,0.483,1.0867,0.1355,0.442,0.9876
200003,0.1831,0.4805,1.0746,0.1334,0.4402,0.9804
200004,0.1859,0.4817,1.0803,0.1339,0.4434,0.9564
200005,0.1903,0.4809,1.0647,0.1362,0.4462,0.9608
200006,0.1943,0.4816,1.0657,0.1383,0.4475,0.9583
200007,0.1728,0.5705,1.3284,0.128,0.5178,1.1995
200008,0.1777,0.571,1.3286,0.1298,0.5187,1.1867
200009,0.1774,0.5701,1.3126,0.1292,0.5185,1.188
200010,0.1802,0.5704,1.3079,0.1315,0.5209,1.1685
200011,0.1852,0.5691,1.3072,0.1337,0.5205,1.1692
200012,0.193,0.5716,1.2944,0.1377,0.5232,1.1557
200101,0.1993,0.5715,1.2795,0.1416,0.5241,1.1444
200102,0.1928,0.5711,1.3032,0.1398,0.5207,1.0958
200103,0.1986,0.5722,1.3097,0.1458,0.523,1.1015
200104,0.2032,0.5723,1.3175,0.1493,0.5227,1.0986
200105,0.2017,0.5715,1.3286,0.1475,0.5222,1.1032
200106,0.2013,0.5717,1.337,0.1482,0.5225,1.0989
200107,0.2011,0.56,1.689,0.1608,0.5198,1.2678
200108,0.2034,0.5632,1.678,0.1612,0.5208,1.2858
200109,0.2049,0.5639,1.6959,0.1621,0.5208,1.2865
200110,0.2076,0.5657,1.6822,0.1609,0.5233,1.292
200111,0.2056,0.5625,1.6753,0.1601,0.5234,1.2803
200112,0.2043,0.563,1.6763,0.1597,0.5238,1.2796
200201,0.2048,0.563,1.6718,0.1614,0.5235,1.2797
200202,0.2052,0.5641,1.6564,0.1616,0.5242,1.271
200203,0.2069,0.5656,1.6526,0.1622,0.5226,1.2633
200204,0.2076,0.5652,1.6545,0.1639,0.523,1.2606
200205,0.2103,0.5658,1.675,0.1654,0.5238,1.2538
200206,0.2118,0.5675,1.6739,0.1662,0.5243,1.2515
200207,0.2311,0.5419,1.2597,0.1933,0.5209,0.997
200208,0.231,0.5431,1.2544,0.1913,0.5207,0.9943
200209,0.2303,0.5432,1.2424,0.1906,0.5218,0.9944
200210,0.2301,0.5434,1.239,0.19,0.5216,0.9879
200211,0.2278,0.5424,1.233,0.1894,0.5217,0.9914
200212,0.2281,0.5416,1.2299,0.19,0.5219,0.9903
200301,0.2288,0.5428,1.2237,0.1901,0.5237,0.9953
200302,0.2283,0.5431,1.2293,0.1898,0.523,0.9962
200303,0.23,0.5432,1.2327,0.1886,0.5227,0.9943
200304,0.2288,0.5436,1.2325,0.1871,0.5231,0.995
200305,0.2278,0.5429,1.2323,0.1881,0.5228,0.9922
200306,0.2274,0.542,1.2306,0.1896,0.5225,0.9938
200307,0.2798,0.6161,1.4171,0.2342,0.5796,1.0613
200308,0.2798,0.6166,1.4131,0.2357,0.5791,1.0581
200309,0.2801,0.617,1.4104,0.2372,0.5793,1.0619
200310,0.2805,0.6178,1.43,0.2363,0.5794,1.0656
200311,0.281,0.6185,1.4334,0.2382,0.5801,1.0659
200312,0.2809,0.6182,1.4404,0.2383,0.5796,1.0679
200401,0.2813,0.6182,1.4479,0.2388,0.5792,1.0667
200402,0.2829,0.618,1.4594,0.2386,0.58,1.073
200403,0.2835,0.6173,1.4541,0.2381,0.5797,1.0715
200404,0.2832,0.6179,1.4484,0.238,0.577,1.0704
200405,0.2834,0.6174,1.4482,0.2364,0.5772,1.0738
200406,0.2842,0.6171,1.4516,0.2369,0.5773,1.0805
200407,0.2156,0.4793,0.9095,0.2071,0.4613,0.823
200408,0.2175,0.48,0.9107,0.2088,0.461,0.8227
200409,0.2182,0.48,0.9083,0.2091,0.461,0.8217
200410,0.2166,0.48,0.9067,0.2097,0.4614,0.8171
200411,0.217,0.4789,0.9049,0.21,0.4614,0.816
200412,0.2166,0.4789,0.907,0.2103,0.4617,0.8163
200501,0.2164,0.4785,0.9098,0.2093,0.4622,0.8168
200502,0.2171,0.4788,0.9091,0.2092,0.4627,0.8173
200503,0.2167,0.4789,0.9092,0.2106,0.4623,0.8112
200504,0.2181,0.4794,0.9091,0.2105,0.4631,0.8109
200505,0.2187,0.4792,0.9096,0.2103,0.4632,0.8097
200506,0.2193,0.4785,0.9102,0.2097,0.4627,0.8102
200507,0.2084,0.4423,0.8063,0.2119,0.4441,0.7421
200508,0.2084,0.442,0.8066,0.2115,0.444,0.7425
200509,0.2092,0.4421,0.8068,0.2121,0.4444,0.7406
